PERIODS,I) ECONOMIC FACTORS: INFLATION,I) ECONOMIC FACTORS: CONSUMER PRICE INDEX,I) ECONOMIC FACTORS: DEFLATION FACTOR,I) ECONOMIC FACTORS: REAL EXCHANGE RATE,I) ECONOMIC FACTORS: NOMINAL EXCHANGE RATE,I) ECONOMIC FACTORS: DISCOUNT FACTOR,II) CONSUMPTION: POTENTIAL CONNECTIONS,II) CONSUMPTION: COVERAGE,II) CONSUMPTION: CONNECTIONS,II) CONSUMPTION: NEW CONNECTIONS,II) CONSUMPTION: DEMAND (L/CONNECTION/DAY),II) CONSUMPTION: TOTAL DEMAND (M3),II) CONSUMPTION: NON-REVENUE WATER,II) CONSUMPTION: COLLECTION RATE FORECAST,III) COSTS & SUBSIDIES: OPERATING FIXED COSTS - DOMESTIC DENOMINATION,III) COSTS & SUBSIDIES: OPERATING FIXED COSTS - FOREIGN DENOMINATION,III) COSTS & SUBSIDIES: OPERATING VARIABLE COSTS - DOMESTIC DENOMINATION,III) COSTS & SUBSIDIES: OPERATING VARIABLE COSTS - FOREIGN DENOMINATION,IV) FINANCING COSTS: COVERAGE EXTENSION COSTS,IV) FINANCING COSTS: AMOUNT FINANCED BY DEBT,IV) FINANCING COSTS: TOTAL LOAN REPAYMENT (FOREIGN CURRENCY),IV) FINANCING COSTS: OUTSTANDING PRINCIPAL,IV) FINANCING COSTS: PRINCIPAL REPAYMENT,IV) FINANCING COSTS: INTEREST PAYMENT,IV) FINANCING COSTS: OPERATOR - OUTSTANDING PRINCIPAL,IV) FINANCING COSTS: OPERATOR - PRINCIPAL REPAYMENT,IV) FINANCING COSTS: OPERATOR - INTEREST PAYMENT,IV) FINANCING COSTS: CONTRACTING AUTHORITY - OUTSTANDING PRINCIPAL,IV) FINANCING COSTS: CONTRACTING AUTHORITY - PRINCIPAL REPAYMENT,IV) FINANCING COSTS: CONTRACTING AUTHORITY - INTEREST PAYMENT,V) TARIFF RESET CALCULATIONS: EXPECTED INFLATION RATE - FORECAST USED FOR TARIFF SETTING,V) TARIFF RESET CALCULATIONS: EXPECTED INFLATION RATE - DEFLATION FACTOR,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - INITIAL EXISTING ASSET BASE,V) TARIFF RESET CALCULATIONS: EXISTING ASSET BASE (NOMINAL) - DEPRECIATION,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - MAINTENANCE COSTS,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - FINAL EXISTING ASSET BASE,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - INITIAL NEW ASSET BASE,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - INVESTMENT,V) TARIFF RESET CALCULATIONS: NEW ASSET BASE (NOMINAL) - DEPRECIATION,V) TARIFF RESET CALCULATIONS: ASSET BASE (NOMINAL) - FINAL NEW ASSET BASE,V) TARIFF RESET CALCULATIONS: DEMAND - NO RESET,V) TARIFF RESET CALCULATIONS: DEMAND - FULL RESET,V) TARIFF RESET CALCULATIONS: DEMAND - DISCOUNTED DEMAND,V) TARIFF RESET CALCULATIONS: DEMAND - CUMULATIVE DISCOUNTED DEMAND,V) TARIFF RESET CALCULATIONS: DEMAND - 5 YEAR DISCOUNTED DEMAND,V) TARIFF RESET CALCULATIONS: RETURN ON NEW ASSETS (REAL) - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: RETURN ON NEW ASSETS (REAL) - OPERATOR,V) TARIFF RESET CALCULATIONS: DEPRECIATION (REAL) - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: DEPRECIATION (REAL) - OPERATOR,V) TARIFF RESET CALCULATIONS: MAINTENANCE COSTS (REAL),V) TARIFF RESET CALCULATIONS: DOMESTIC-DENOMINATED OPEX (REAL),V) TARIFF RESET CALCULATIONS: FOREIGN-DENOMINATED OPEX (REAL),V) TARIFF RESET CALCULATIONS: FOREIGN EXCHANGE RATE - NO RESET,V) TARIFF RESET CALCULATIONS: FOREIGN EXCHANGE RATE - FULL RESET,V) TARIFF RESET CALCULATIONS: SUBSIDIES (REAL),V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - CONTRACTING AUTHORITY - REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - CONTRACTING AUTHORITY - DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - CONTRACTING AUTHORITY - CUMULATIVE DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - OPERATOR - REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - OPERATOR - DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: REVENUE REQUIREMENT (REAL) - OPERATOR - CUMULATIVE DISCOUNTED REVENUE REQUIREMENT,V) TARIFF RESET CALCULATIONS: DISCOUNTED REVENUE REQUIREMENT - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: DISCOUNTED REVENUE REQUIREMENT - OPERATOR,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - NO RESET - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - NO RESET - OPERATOR,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - 5 YEAR RESET PERIOD - CONTRACTING AUTHORITY,V) TARIFF RESET CALCULATIONS: REVENUE REQUIRED PER M3 - 5 YEAR RESET PERIOD - OPERATOR,VI) TARIFF INDEXATION: INDEXATION,VI) TARIFF INDEXATION: NO RESET - CONTRACTING AUTHORITY,VI) TARIFF INDEXATION: NO RESET - OPERATOR,VI) TARIFF INDEXATION: 5 YEAR RESET PERIOD - CONTRACTING AUTHORITY,VI) TARIFF INDEXATION: 5 YEAR RESET PERIOD - OPERATOR,VII) PROFIT: TOTAL REVENUE COLLECTED - NO RESET,VII) PROFIT: TOTAL REVENUE COLLECTED - 5 YEAR RESET PERIOD,VII) PROFIT: COSTS - OPERATING COSTS,VII) PROFIT: COSTS - MAINTENANCE COSTS,VII) PROFIT: COSTS - RETURN ON CAPITAL,VII) PROFIT: COSTS - DEPRECIATION,VII) PROFIT: COSTS - SUBSIDIES,VII) PROFIT: COSTS - TOTAL,VII) PROFIT: PRESENT VALUE PROFIT (REAL) - NO RESET,VII) PROFIT: PRESENT VALUE PROFIT (REAL) - 5 YEAR RESET PERIOD,VIII) CASH FLOWS: NO RESET - CONTRACTING AUTHORITY,VIII) CASH FLOWS: NO RESET - OPERATOR,VIII) CASH FLOWS: 5 YEAR RESET PERIOD - CONTRACTING AUTHORITY,VIII) CASH FLOWS: 5 YEAR RESET PERIOD - OPERATOR,IX) DEBT SERVICE RATIO: CASH FLOW BEFORE LOAN REPAYMENT - NO RESET,IX) DEBT SERVICE RATIO: CASH FLOW BEFORE LOAN REPAYMENT - 5 YEAR RESET PERIOD,IX) DEBT SERVICE RATIO: DEBT SERVICE RATIO - NO RESET,IX) DEBT SERVICE RATIO: DEBT SERVICE RATIO - 5 YEAR RESET PERIOD,X) STAKEHOLDER ANALYSIS: WATER USE & CONSUMPTION - PRIVATE HOUSEHOLD CONNECTION,X) STAKEHOLDER ANALYSIS: WATER USE & CONSUMPTION - OTHER SOURCES,X) STAKEHOLDER ANALYSIS: MONTHLY COST - PRIVATE HOUSEHOLD CONNECTION - 5 YEAR RESET PERIOD,X) STAKEHOLDER ANALYSIS: MONTHLY COST - PRIVATE HOUSEHOLD CONNECTION - EXISTING TARIFFS,X) STAKEHOLDER ANALYSIS: OTHER SOURCES,X) STAKEHOLDER ANALYSIS: MONTHLY COPING COST - OTHER SOURCES,X) STAKEHOLDER ANALYSIS: WILLINGNESS TO PAY - PRIVATE HOUSEHOLD CONNECTION,X) STAKEHOLDER ANALYSIS: WILLINGNESS TO PAY - OTHER SOURCES - MONTHLY COST,X) STAKEHOLDER ANALYSIS: WILLINGNESS TO PAY - OTHER SOURCES - MONTHLY COPING COST,X) STAKEHOLDER ANALYSIS: CHANGE IN SOCIAL WELFARE (REAL) - PRIVATE HOUSEHOLD CONNECTION,X) STAKEHOLDER ANALYSIS: CHANGE IN SOCIAL WELFARE (REAL) - OTHER SOURCES
0,0.05,100,1,100,105,1,50000,0.5,25000,0,150,1.36875,0.01,1,10,0.1,10,0.1,,,0.282580483,0,0,,,,,,,,#N/A,#N/A,,,,100,,,,0,,,,0,6.651920951,,,,,,,,,,,,,,,,,1.660472513,305.2000795,0.613194355,57.19890022,,,1,,,,,,,,,,,,,,,,,,,,,,,150,75,4500,4500,3375,1000,11250,5062.5,1300,0,0
1,0.058091712,105.9812189,0.943563407,105.1271096,111.2341234,0.93239382,50000,0.505493471,25274,274,153.030201,1.411705135,0.010359724,1,10.30454534,0.103045453,10.30454534,0.103045453,0.58077708,0.29038854,0.000138113,0.002762261,0.000138113,0.000138113,0,0,0,0,0,0,#N/A,#N/A,100,5,10.98121889,105.9812189,0,0.58077708,0.029038854,0.551738226,#N/A,#N/A,1.316265143,1.316265143,0,0.020327198,0.020327198,0.0137,0.0137,10.36147631,25.00380518,26.28577769,#N/A,#N/A,0,0.034027198,0.031726749,0.031726749,61.68508638,57.51479332,57.51479332,0,0,0.613194355,57.19890022,0.249623007,45.88149525,1.059812189,0.649870852,60.62009164,0.264553506,48.62576791,86.49512065,69.01871778,54.35732509,10.98121889,0.043086024,0.029038854,-0,65.41066886,18.54952486,3.174262905,0.679388402,17.67811405,0.20083211,2.781408386,20.09395638,3.161507988,#DIV/0!,#DIV/0!,153.030201,76.5151005,7481.695714,4865.498169,3649.123627,1059.812189,12163.74542,5473.68544,1377.755846,-57.54147877,1.64511169
2,0.064816775,113.0780935,0.884344588,110.5170918,117.6804533,0.869358235,50000,0.514656115,25732,458,156.1216161,1.466322321,0.012384058,1,10.61836547,0.106183655,10.61836547,0.106183655,1.035795337,0.517897668,0.00037242,0.00731028,0.00037242,0.000365514,0,0,0,0,0,0,#N/A,#N/A,105.9812189,5.299060944,12.39593559,113.0780935,0.551738226,1.035795337,0.079376678,1.508156884,#N/A,#N/A,1.274759385,2.591024528,0,0.055563675,0.055563675,0.035098168,0.035098168,10.96227855,26.38354871,29.15833075,#N/A,#N/A,0,0.090661843,0.078817619,0.110544368,66.59481984,57.89475506,115.4095484,0,0,0.613194355,57.19890022,0.249623007,45.88149525,1.130780935,0.693388486,64.67942589,0.282268938,51.88192012,95.85761687,76.48951474,62.8056984,12.39593559,0.125660688,0.079376678,-0,75.40667135,15.72293745,0.832503268,0.582592223,14.89981439,0.119126236,0.4728462,19.38030304,0.615034684,#DIV/0!,#DIV/0!,156.1216161,78.06080806,8143.957499,5296.180413,3972.13531,1130.780935,13240.45103,5958.202965,1470.015216,-54.73514774,4.258444703
3,0.069929009,121.2685711,0.824615967,116.1834243,124.308016,0.810584246,50000,0.53792909,26896,1164,159.275482,1.563613778,0.02,1,10.94174284,0.109417428,10.94174284,0.109417428,2.823132336,1.411566168,0.000979893,0.019087323,0.000979893,0.000954366,0,0,0,0,0,0,#N/A,#N/A,113.0780935,5.653904677,13.84438229,121.2685711,1.508156884,2.823132336,0.216564461,4.114724759,#N/A,#N/A,1.267440695,3.858465223,0,0.151595123,0.151595123,0.089291256,0.089291256,11.41629868,28.39955901,32.99558014,#N/A,#N/A,0,0.240886379,0.195258704,0.305803072,73.05232421,59.21506314,174.6246115,0,0,0.613194355,57.19890022,0.249623007,45.88149525,1.212685711,0.743612033,69.364289,0.302714254,55.63983371,109.62168,87.47253876,74.453008,13.84438229,0.367674478,0.216564461,-0,88.88162922,13.86307948,-0.941865253,0.305427448,13.00464938,-0.155377673,-1.339490235,19.45578459,-2.003962791,#DIV/0!,#DIV/0!,159.275482,79.63774099,8910.276291,5794.533035,4345.899777,1212.685711,14486.33259,6518.849665,1576.491425,-52.06568308,10.57055073
4,0.073540445,130.5228265,0.766149513,122.1402758,131.122526,0.755783741,50000,0.591212762,29560,2664,162.4930602,1.753202623,0.027615942,1,11.27496852,0.112749685,11.27496852,0.112749685,6.954256195,3.477128097,0.002403309,0.046575747,0.002403309,0.002328787,0,0,0,0,0,0,#N/A,#N/A,121.2685711,6.063428557,15.31768389,130.5228265,4.114724759,6.954256195,0.553449048,10.51553191,#N/A,#N/A,1.325042038,5.183507261,0,0.387414333,0.387414333,0.212012359,0.212012359,11.73563606,31.6036691,38.60080861,#N/A,#N/A,0,0.599426693,0.453036949,0.758840021,82.53954046,62.38204271,237.0066542,0,0,0.613194355,57.19890022,0.249623007,45.88149525,1.305228265,0.800358604,74.65762128,0.325815005,59.88582443,132.2931283,105.5632042,91.63286862,15.31768389,1.011328276,0.553449048,-0,108.5153298,13.76837596,-1.709408697,-0.194195645,12.85523762,-0.675942965,-2.140799722,22.20082091,-3.697132067,#DIV/0!,#DIV/0!,162.4930602,81.24653008,9783.973549,6362.716048,4772.037036,1305.228265,15906.79012,7158.055554,1696.796744,-49.52640976,24.30005938
5,0.075954411,140.8228247,0.710112159,128.4025417,138.155281,0.70468809,50000,0.688770334,34438,4878,165.7756377,2.083778215,0.03,1,11.61834243,0.116183424,11.61834243,0.116183424,13.73867477,6.869337387,0.005078231,0.097670892,0.005078231,0.004883545,0,0,0,0,0,0,#N/A,#N/A,130.5228265,6.526141324,16.82613952,140.8228247,10.51553191,13.73867477,1.212710334,23.04149635,#N/A,#N/A,1.46841369,6.651920951,8.543935381,0.848897234,0.848897234,0.430580177,0.430580177,11.94844626,36.57715567,46.96599755,#N/A,#N/A,0,1.27947741,0.901632492,1.660472513,96.77107689,68.19342531,305.2000795,7.977532702,413.6725584,0.613194355,57.19890022,0.249623007,45.88149525,1.408228247,0.863517612,80.54910697,0.35152617,64.61161762,169.6458535,135.3687838,117.6478282,16.82613952,2.390882127,1.212710334,-0,138.0775602,15.7970133,-1.355492223,-0.818311265,14.98112105,-1.352184409,-1.63751133,29.93783795,-3.272355165,#DIV/0!,#DIV/0!,165.7756377,82.88781886,10769.30659,7003.498069,5252.623552,1408.228247,17508.74517,7878.935328,1830.696721,-47.11097825,48.19298583
6,0.077506457,152.1716248,0.657152739,134.9858808,145.4481581,0.65704682,50000,0.811229666,40561,6123,169.1245277,2.503848889,0.03,1,11.97217363,0.119721736,11.97217363,0.119721736,18.63493717,9.317468587,0.008529507,0.161618166,0.008529507,0.008080908,0.186433133,0.009321657,0.009321657,0.186433133,0.009321657,0.009321657,#N/A,#N/A,140.8228247,7.041141234,18.38994137,152.1716248,23.04149635,18.63493717,2.083821676,39.59261185,#N/A,#N/A,1.64514595,1.64514595,0,1.458675173,1.458675173,0.684694561,0.684694561,12.08500034,42.87579594,57.87627079,#N/A,#N/A,0,2.143369734,1.408294267,1.408294267,114.9804368,75.54753034,75.54753034,0,0,0.613194355,57.19890022,0.93370705,48.41709821,1.521716248,0.933107814,87.04049584,1.420837189,73.67708503,220.2726097,188.0338491,153.316057,18.38994137,4.439379424,2.083821676,-0,178.2291995,18.15350862,4.233452777,-1.010804441,17.94170429,-0.483514279,3.494358289,41.56219448,8.102233188,4458.670392,869.1838261,169.1245277,84.56226387,12700.90063,7720.786254,5790.589691,1521.716248,19301.96564,8685.884536,1978.231123,-53.7578592,74.50629309
7,0.078478834,164.5949865,0.60755192,141.9067549,153.0434316,0.612626394,50000,0.908787238,45439,4878,172.5410698,2.86163419,0.03,1,12.3367806,0.123367806,12.3367806,0.123367806,16.05788688,8.02894344,0.011358457,0.209667667,0.011358457,0.010483383,0.518689061,0.026424432,0.025934453,0.518689061,0.026424432,0.025934453,#N/A,#N/A,152.1716248,7.608581241,20.03194289,164.5949865,39.59261185,16.05788688,2.782524936,52.86797379,#N/A,#N/A,1.753112635,3.398258585,0,1.947767455,1.947767455,0.845264183,0.845264183,12.17044536,48.73199004,69.15398565,#N/A,#N/A,0,2.793031639,1.711084902,3.119379169,132.8494527,81.38708117,156.9346115,0,0,0.613194355,57.19890022,0.93370705,48.41709821,1.645949865,1.009287166,94.14652207,1.536834993,79.69211624,272.3011171,232.4475441,194.0344057,20.03194289,6.411855159,2.782524936,-0,223.2607287,18.2529474,3.419354194,-0.438685103,19.08643456,0.123209752,3.690946495,51.30566167,9.942439751,1978.282003,383.368014,172.5410698,86.27053491,14015.33015,8519.818516,6389.863887,1645.949865,21299.54629,9584.79583,2139.734824,-51.13605747,94.4287835
8,0.079078007,178.1393012,0.561358439,149.1824698,160.9795221,0.571209064,50000,0.96207091,48103,2664,176.0266306,3.09060429,0.03,1,12.7124915,0.127124915,12.7124915,0.127124915,9.491261971,4.745630985,0.012949003,0.230120126,0.012949003,0.011506006,1.423746994,0.073091413,0.07118735,1.423746994,0.073091413,0.07118735,#N/A,#N/A,164.5949865,8.229749323,21.77406411,178.1393012,52.86797379,9.491261971,3.117961788,59.24127397,#N/A,#N/A,1.765381183,5.163639768,0,2.182573252,2.182573252,0.87514708,0.87514708,12.22305463,53.21690468,79.39029273,#N/A,#N/A,0,3.057720332,1.746597568,4.865976737,147.8879724,84.47495025,241.4095618,0,0,0.613194355,57.19890022,0.93370705,48.41709821,1.781393012,1.09234014,101.8937212,1.663299215,86.24988043,318.2891629,271.7048502,236.2255349,21.77406411,7.776041479,3.117961788,-0,268.8936022,15.83883611,0.901435167,0.275407881,17.44239557,0.841234962,1.939167551,54.46766591,6.118744618,765.1312508,85.95269588,176.0266306,88.01331532,15475.0608,9407.178295,7055.383722,1781.393012,23517.94574,10583.07558,2315.810916,-48.64212252,104.769108
9,0.079443395,192.8686198,0.518487663,156.8312185,169.290423,0.532591801,50000,0.985343885,49267,1164,179.5826045,3.229336104,0.03,1,13.09964451,0.130996445,13.09964451,0.130996445,4.489981469,2.244990735,0.013664737,0.231485816,0.013664737,0.011574291,3.6522656,0.188456911,0.18261328,3.6522656,0.188456911,0.18261328,#N/A,#N/A,178.1393012,8.906965062,23.63628362,192.8686198,59.24127397,4.489981469,3.186562772,60.54469267,#N/A,#N/A,1.719917931,6.8835577,0,2.23059394,2.23059394,0.826096743,0.826096743,12.25512146,56.71114446,88.94077891,#N/A,#N/A,0,3.056690683,1.627968396,6.493945133,160.9637355,85.72796579,327.1375276,0,0,0.613194355,57.19890022,0.93370705,48.41709821,1.928686198,1.18265949,110.3187294,1.800827901,93.38138906,360.0754607,307.3753697,280.9168543,23.63628362,8.604231493,3.186562772,-0,316.3439322,12.07612392,-2.476599289,0.642207371,13.86498015,1.193462902,-1.238998592,50.39216553,-4.304199095,275.9501692,-23.57002237,179.5826045,89.79130223,17093.07042,10390.75472,7793.06604,1928.686198,25976.8868,11689.59906,2507.292057,-46.26981821,109.0630719
